0.779508	-0.597762
0.924128	-0.881705
1.063420	-1.284316
1.161270	-1.877300
1.096688	-2.790048
0.438414	-4.181903
-2.056164	-5.421405
-5.248333	-2.883195
-3.918341	0.133049
-2.228687	0.361168
-1.484384	-0.099946
-1.224499	-0.599714
-1.222361	-1.079809
-1.421788	-1.541970
-1.825545	-1.967161
-2.453811	-2.304306
-3.318193	-2.461663
-4.385296	-2.303700
-5.524440	-1.677222
-6.471198	-0.498880
-6.889467	1.112439
-6.571656	2.795144
-5.611446	4.123979
-4.336493	4.859419
-3.091112	5.013810
-2.100231	4.748134
-1.459233	4.260342
-1.170187	3.729262
-1.176143	3.293862
-1.388326	3.049110
-1.700780	3.052490
-1.990510	3.322476
-2.128542	3.819261
-2.019945	4.437090
-1.644422	5.037610
-1.056949	5.505488
-0.350045	5.782600
0.387633	5.865335
1.092712	5.782369
1.729268	5.573273
2.282095	5.275840
2.748813	4.921051
3.133848	4.532337
3.444626	4.126607
3.689426	3.715713
3.876287	3.307785
4.012510	2.908302
4.104474	2.520890
4.157614	2.147907
4.176455	1.790864
4.164677	1.450749
4.125174	1.128285
4.060104	0.824177
3.970937	0.539371
3.858540	0.275396
3.723361	0.034837
3.565908	-0.178023
3.387843	-0.356487
3.194159	-0.491157
2.996541	-0.571417
2.816271	-0.590609
2.682288	-0.554872
2.620397	-0.489831
2.637825	-0.435983
2.715768	-0.431747
2.817928	-0.496128
2.908340	-0.624239
2.964448	-0.796343
2.978965	-0.990223
2.954686	-1.188572
2.898623	-1.380623
2.818294	-1.560851
2.720128	-1.727084
2.609088	-1.879012
2.488814	-2.017230
2.361900	-2.142706
2.230172	-2.256491
2.094902	-2.359589
1.956976	-2.452900
1.817004	-2.537203
1.675403	-2.613157
1.532455	-2.681309
1.388345	-2.742106
1.243189	-2.795908
1.097055	-2.842995
0.949976	-2.883579
0.801963	-2.917804
0.653010	-2.945761
0.503105	-2.967483
0.352230	-2.982955
0.200371	-2.992110
0.047520	-2.994834
-0.106320	-2.990966
-0.261127	-2.980296
-0.416858	-2.962567
-0.573443	-2.937474
-0.730773	-2.904659
-0.888696	-2.863717
-1.047003	-2.814191
-1.205422	-2.755573
-1.363596	-2.687308
-1.521076	-2.608794
-1.677295	-2.519390
-1.831552	-2.418425
-1.982987	-2.305209
-2.130556	-2.179058
-2.273004	-2.039317
-2.408839	-1.885400
-2.536308	-1.716838
-2.653378	-1.533341
-2.757729	-1.334879
-2.846759	-1.121771
-2.917621	-0.894800
-2.967284	-0.655321
-2.992644	-0.405387
-2.990680	-0.147854
-2.958668	0.113554
-2.894442	0.374219
-2.796689	0.628710
-2.665254	0.870949
-2.501399	1.094513
-2.307982	1.293040
-2.089484	1.460713
-1.851866	1.592765
-1.602239	1.685927
-1.348387	1.738741
-1.098189	1.751690
-0.859051	1.727113
-0.637408	1.668936
-0.438372	1.582260
-0.265554	1.472902
-0.121049	1.346929
-0.005558	1.210269
0.081405	1.068410
0.141255	0.926201
0.176083	0.787761
0.188422	0.656449
0.181051	0.534900
0.156840	0.425090
0.118644	0.328416
0.069221	0.245786
0.011192	0.177694
-0.052987	0.124297
-0.121035	0.085473
-0.190845	0.060869
-0.260478	0.049941
-0.328162	0.051977
-0.392277	0.066121
-0.451360	0.091387
-0.504099	0.126671
-0.549336	0.170757
-0.586072	0.222325
-0.613480	0.279967
-0.630911	0.342190
-0.637909	0.407441
-0.634220	0.474115
-0.619804	0.540591
-0.594842	0.605245
-0.559737	0.666490
-0.515115	0.722801
-0.461813	0.772749
-0.400867	0.815024
-0.333497	0.848469
-0.261082	0.872092
-0.185139	0.885084
-0.107310	0.886823
-0.029346	0.876885
0.046891	0.855038
0.119406	0.821257
0.186030	0.775754
0.244361	0.719053
0.291686	0.652154
0.324961	0.576830
0.340955	0.496123
0.336840	0.414972
0.311564	0.340602
0.267964	0.281703
0.214244	0.245394
0.162262	0.233022
0.122393	0.238663
0.099135	0.252370
0.090936	0.264995
0.092871	0.270834
0.099344	0.267752
0.105653	0.256140
0.108503	0.237731
0.105927	0.214735
0.096967	0.189330
0.081352	0.163442
0.059234	0.138675
0.031007	0.116340
-0.002811	0.097494
-0.041642	0.082994
-0.084889	0.073550
-0.131953	0.069759
-0.182242	0.072142
-0.235173	0.081164
-0.290162	0.097258
-0.346626	0.120836
-0.403967	0.152306
-0.461566	0.192078
-0.518770	0.240576
-0.574876	0.298239
-0.629118	0.365531
-0.680644	0.442940
-0.728496	0.530980
-0.771580	0.630187
-0.808636	0.741119
-0.838198	0.864337
-0.858547	1.000387
-0.867656	1.149771
-0.863128	1.312899
-0.842119	1.490016
-0.801261	1.681098
-0.736578	1.885708
-0.643410	2.102783
-0.516366	2.330348
-0.349338	2.565130
-0.135625	2.802056
0.131737	3.033644
0.459342	3.249323
0.852327	3.434806
1.312721	3.571742
1.837203	3.638057
2.414534	3.609504
3.023337	3.462881
3.631403	3.180986
4.197882	2.758397
4.679026	2.206100
5.036532	1.552474
5.245691	0.839261
5.300055	0.113492
5.210866	-0.581534
5.002107	-1.212905
4.703765	-1.760752
4.345858	-2.217328
3.954557	-2.584062
3.550495	-2.868158
3.148652	-3.079693
2.759102	-3.229553
2.388061	-3.328187
2.038921	-3.384965
1.713114	-3.407946
1.410783	-3.403869
1.131267	-3.378270
0.873441	-3.335640
0.635939	-3.279598
0.417305	-3.213043
0.216082	-3.138294
0.030869	-3.057202
-0.139650	-2.971244
-0.296695	-2.881603
-0.441379	-2.789222
-0.574717	-2.694858
-0.697625	-2.599115
-0.810931	-2.502481
-0.915382	-2.405346
-1.011650	-2.308024
-1.100341	-2.210764
-1.182001	-2.113770
-1.257123	-2.017201
-1.326153	-1.921185
-1.389493	-1.825823
-1.447508	-1.731193
-1.500530	-1.637355
-1.548857	-1.544354
-1.592764	-1.452223
-1.632497	-1.360983
-1.668281	-1.270647
-1.700323	-1.181221
-1.728807	-1.092705
-1.753902	-1.005093
-1.775762	-0.918375
-1.794523	-0.832536
-1.810311	-0.747562
-1.823236	-0.663432
-1.833399	-0.580125
-1.840885	-0.497620
-1.845773	-0.415892
-1.848127	-0.334919
-1.848004	-0.254675
-1.845450	-0.175137
-1.840501	-0.096282
-1.833184	-0.018088
-1.823516	0.059467
-1.811506	0.136400
-1.797155	0.212728
-1.780452	0.288463
-1.761379	0.363615
-1.739910	0.438189
-1.716008	0.512185
-1.689630	0.585596
-1.660722	0.658411
-1.629223	0.730609
-1.595062	0.802162
-1.558162	0.873030
-1.518435	0.943165
-1.475787	1.012505
-1.430118	1.080974
-1.381320	1.148480
-1.329279	1.214917
-1.273875	1.280156
-1.214987	1.344049
-1.152491	1.406425
-1.086261	1.467087
-1.016174	1.525810
-0.942114	1.582341
-0.863968	1.636393
-0.781641	1.687644
-0.695049	1.735737
-0.604134	1.780274
-0.508863	1.820820
-0.409239	1.856898
-0.305310	1.887988
-0.197174	1.913533
-0.084990	1.932936
0.031009	1.945566
0.150505	1.950763
0.273085	1.947848
0.398229	1.936130
0.525295	1.914922
0.653508	1.883558
0.781954	1.841412
0.909568	1.787927
1.035130	1.722640
1.157268	1.645217
1.274460	1.555491
1.385046	1.453503
1.487253	1.339541
1.579223	1.214194
1.659057	1.078392
1.724872	0.933453
1.774876	0.781129
1.807467	0.623645
1.821353	0.463732
1.815717	0.304645
1.790440	0.150153
1.746403	0.004479
1.685917	-0.127901
1.613286	-0.242740
1.535409	-0.337096
1.461912	-0.411461
1.403329	-0.473051
1.364992	-0.538194
1.337219	-0.627450
1.292948	-0.749114
1.205357	-0.886032
1.069516	-1.006965
0.901522	-1.089151
0.722899	-1.126124
0.550357	-1.122173
0.394069	-1.085564
0.259297	-1.024947
0.148189	-0.948094
0.060967	-0.861634
-0.003357	-0.771098
-0.046558	-0.681018
-0.070904	-0.595026
-0.078949	-0.515955
-0.073381	-0.445943
-0.056910	-0.386539
-0.032206	-0.338822
-0.001892	-0.303507
0.031413	-0.281027
0.064998	-0.271570
0.095914	-0.275029
0.120799	-0.290850
0.135875	-0.317402
0.137016	-0.351769
0.120702	-0.388596
0.085609	-0.420099
0.034723	-0.437311
-0.023749	-0.433303
-0.078476	-0.406810
-0.119612	-0.363145
-0.142476	-0.311326
-0.147811	-0.259928
-0.139535	-0.214643
-0.122322	-0.178076
-0.100210	-0.150662
-0.076174	-0.131678
-0.052210	-0.119948
-0.029568	-0.114223
-0.008995	-0.113352
0.009095	-0.116337
0.024495	-0.122332
0.037129	-0.130628
0.047001	-0.140623
0.054169	-0.151807
0.058727	-0.163740
0.060796	-0.176040
0.060514	-0.188373
0.058040	-0.200446
0.053543	-0.212006
0.047204	-0.222829
0.039215	-0.232726
0.029773	-0.241538
0.019083	-0.249134
0.007351	-0.255412
-0.005217	-0.260297
-0.018417	-0.263738
-0.032048	-0.265712
-0.045918	-0.266216
-0.059839	-0.265269
-0.073638	-0.262911
-0.087152	-0.259197
-0.100230	-0.254201
-0.112736	-0.248007
-0.124549	-0.240710
-0.135562	-0.232418
-0.145685	-0.223242
-0.154841	-0.213299
-0.162968	-0.202711
-0.170021	-0.191600
-0.175963	-0.180089
-0.180776	-0.168298
-0.184448	-0.156348
-0.186981	-0.144355
-0.188385	-0.132431
-0.188680	-0.120687
-0.187892	-0.109226
-0.186055	-0.098149
-0.183208	-0.087553
-0.179396	-0.077530
-0.174666	-0.068170
-0.169073	-0.059559
-0.162674	-0.051784
-0.155528	-0.044926
-0.147701	-0.039070
-0.139261	-0.034301
-0.130285	-0.030703
-0.120853	-0.028366
-0.111053	-0.027381
-0.100987	-0.027847
-0.090766	-0.029866
-0.080518	-0.033546
-0.070394	-0.039002
-0.060567	-0.046355
-0.051243	-0.055729
-0.042670	-0.067248
-0.035140	-0.081035
-0.029006	-0.097200
-0.024688	-0.115830
-0.022686	-0.136970
-0.023592	-0.160603
-0.028090	-0.186617
-0.036962	-0.214758
-0.051074	-0.244584
-0.071337	-0.275399
-0.098652	-0.306191
-0.133804	-0.335579
-0.177326	-0.361780
-0.229314	-0.382643
-0.289234	-0.395762
-0.355758	-0.398697
-0.426693	-0.389291
-0.499065	-0.366039
-0.569391	-0.328418
-0.634103	-0.277066
-0.690025	-0.213734
-0.734779	-0.141023
-0.766998	-0.061970
-0.786333	0.020376
-0.793277	0.103307
-0.788902	0.184657
-0.774577	0.262864
-0.751742	0.336929
-0.721738	0.406313
-0.685715	0.470814
-0.644591	0.530443
-0.599046	0.585328
-0.549541	0.635625
-0.496350	0.681458
-0.439598	0.722865
-0.379303	0.759763
-0.315428	0.791913
-0.247929	0.818904
-0.176826	0.840136
-0.102268	0.854821
-0.024623	0.862013
0.055438	0.860656
0.136860	0.849684
0.218152	0.828153
0.297382	0.795426
0.372257	0.751366
0.440291	0.696510
0.499064	0.632172
0.546531	0.560423
0.581310	0.483926
0.602872	0.405656
0.611595	0.328551
0.608650	0.255196
0.595787	0.187597
0.575058	0.127075
0.548567	0.074288
0.518274	0.029327
0.485867	-0.008143
0.452714	-0.038738
0.419858	-0.063231
0.388045	-0.082453
0.357771	-0.097228
0.329329	-0.108331
0.302849	-0.116462
0.278338	-0.122240
0.255706	-0.126195
0.234787	-0.128765
0.215357	-0.130295
0.197145	-0.131029
0.179859	-0.131093
0.163215	-0.130484
0.146987	-0.129067
0.131073	-0.126595
0.115549	-0.122775
0.100687	-0.117368
0.086906	-0.110303
0.074656	-0.101733
0.064285	-0.092010
0.055960	-0.081597
0.049662	-0.070949
0.045231	-0.060440
0.042441	-0.050332
0.041050	-0.040784
0.040839	-0.031874
0.041626	-0.023629
0.043266	-0.016047
0.045651	-0.009114
0.048703	-0.002816
0.052365	0.002859
0.056597	0.007908
0.061371	0.012318
0.066662	0.016059
0.072449	0.019082
0.078703	0.021317
0.085380	0.022668
0.092409	0.023014
0.099671	0.022207
0.106972	0.020082
0.114012	0.016484
0.120344	0.011318
0.125357	0.004655
0.128326	-0.003114
0.128605	-0.011120
0.125997	-0.017993
0.121169	-0.022190
0.115727	-0.022671
0.111679	-0.019506
0.110585	-0.013840
0.113076	-0.007281
0.118954	-0.001255
0.127592	0.003283
0.138283	0.005823
0.150404	0.006143
0.163467	0.004178
0.177097	-0.000082
0.190996	-0.006638
0.204909	-0.015504
0.218595	-0.026715
0.231805	-0.040322
0.244260	-0.056387
0.255644	-0.074967
0.265588	-0.096104
0.273666	-0.119803
0.279390	-0.146011
0.282214	-0.174591
0.281544	-0.205294
0.276758	-0.237723
0.267238	-0.271307
0.252425	-0.305274
0.231877	-0.338640
0.205355	-0.370218
0.172907	-0.398655
0.134951	-0.422519
0.092329	-0.440411
0.046325	-0.451120
-0.001389	-0.453787
-0.048878	-0.448051
-0.094127	-0.434144
-0.135262	-0.412897
-0.170759	-0.385654
-0.199603	-0.354104
-0.221350	-0.320070
-0.236104	-0.285294
-0.244413	-0.251273
-0.247116	-0.219161
-0.245191	-0.189736
-0.239623	-0.163440
-0.231304	-0.140443
-0.220989	-0.120729
-0.209278	-0.104171
-0.196630	-0.090601
-0.183390	-0.079856
